"Accession","4087_10_255_LT","4088_12_259","4089_24_270","4107_44_268_LT","4095_2_265","4096_15_260","4090_22_302","4091_23_282","4092_1_308","4093_3_316","4094_14_320","4108_42_297","4109_34_301","4110_18_311","4111_29_305","4112_35_321","4113_17_277","4114_21_267","4115_25_275","4116_20_286","4127_39_304_LT","4128_33_280","4129_31_314","4130_52_331","4131_47_251","4132_55_269","4133_51_258","4134_37_287","4135_45_303","4136_43_299","4147_64_330_LT","4148_62_324"
"P00727|AMPL_BOVIN","85733.84978","227972.9128","160859.3564","79625.89262","210453.6894","276681.1529","256061.0633","327785.367","149803.0325","218996.3591","325308.6651","219234.4294","20577.93776","168000.8032","192998.8451","150305.2355","89894.38165","156534.8443","243427.0969","147234.5191","169211.236","94472.1728","144976.9996","102259.1989","218799.7842","328424.2797","207455.5271","302340.7322","114705.0622","193560.7832","392419.2455","310405.8065"
"P42029|NDUA8_BOVIN","25334.07059","55157.22005","36707.91262","41490.62634","56371.36435","135883.0581","47641.35109","47672.79271","6638.912542","22809.57338","136200.0049","54973.26198","100082.1982","81003.35006","28800.69379","52870.65523","125680.7091","10984.45876","24257.81803","76666.71868","97736.81059","41214.36292","71399.33179","112398.505","28120.03773","111086.7623","112487.9009","0","19288.08296","40066.34711","57287.28087","64156.89254"
"Q2YDE4|PSA6_BOVIN","358187.9723","316202.2693","279407.5091","266136.6701","282075.4227","201955.3106","258248.121","290118.5504","277271.6383","234077.1571","352230.7274","285966.7454","313823.9281","341898.0163","197183.5747","257535.251","307380.7401","316298.7564","250717.4298","347075.0201","259589.183","252599.2235","283869.1043","245089.3649","237172.2596","230346.4253","266043.2389","312025.8881","289795.6716","224894.927","279503.9263","284349.8709"
"A0A3Q1MRM2|A0A3Q1MRM2_BOVIN","191132.0767","224577.8333","82657.34512","189250.1644","254898.0456","115634.8316","320501.6606","233095.4338","120088.9636","387869.7042","243522.3706","166979.0692","163223.5735","218789.3401","235567.9253","181282.8445","193588.5206","248716.7202","117852.8694","444539.9293","164449.4473","169782.9317","72569.69327","131317.1536","103034.1363","136745.1101","76859.13317","189053.7662","141342.0795","127390.2303","259488.3357","120696.9641"
"P80343|MCPB_BOVIN","135312.3725","140062.4434","220374.0834","129999.7253","138371.7819","131653.206","120757.5167","148860.6048","170758.8457","146290.3454","155972.8536","181289.9441","156346.8575","198333.9767","157484.6647","140888.2366","169053.5644","174121.3153","146337.8996","156993.7784","111474.8815","175429.6404","104730.1148","142897.6555","99625.21573","116349.6723","106472.2006","124598.9786","141780.1155","105412.5251","226916.9428","186983.1709"
"A0A3Q1MBY4|A0A3Q1MBY4_BOVIN","664641.8817","305683.7208","275398.6982","324904.605","414864.493","559344.1934","566913.6555","453088.4122","480321.2909","401124.0983","331285.9749","484635.5426","706742.0449","357139.7875","435903.681","395666.5142","498133.42","332521.7649","363171.2799","345266.6381","489986.5117","629677.9226","611954.0497","268149.4818","281852.0537","395035.7405","482646.443","517489.2187","897658.222","387677.9333","520604.1405","317533.3809"
"P11024|NNTM_BOVIN","1908213.978","879838.3977","666632.7681","874643.017","2416638.178","2318579.936","1769025.669","1807769.962","811561.1748","1297521.176","3097237.704","604473.7423","916255.8274","1113423.476","1000009.979","1153096.832","2566175.611","1296076.128","652159.1945","1748829.669","1926655.593","623137.0831","1751214.646","1833006.329","1470077.946","1684551.693","1685517.625","738614.8043","612639.524","1051660.413","1370652.709","1654116.412"
"F1MMI4|F1MMI4_BOVIN","4410.13359","5950.916185","29892.05279","34750.70028","9504.588995","17826.5411","13266.69777","6093.418679","9580.589177","21723.98298","11743.69172","15731.84307","18544.63118","11476.51193","19679.39742","24324.43632","9810.35763","16577.32073","24822.20926","16925.78235","8906.03697","29586.52185","12941.2701","18535.71975","27101.16356","6268.547415","10464.53414","34094.70199","24508.10031","16336.43238","14196.29575","7875.981634"
"A0A3Q1LZP7|A0A3Q1LZP7_BOVIN;A0A3Q1LPZ4|A0A3Q1LPZ4_BOVIN;A0A3Q1LR88|A0A3Q1LR88_BOVIN","2672096.304","2105413.666","1525691.135","1623608.9","1917470.971","1143485.388","1917170.806","1921069.49","2339222.087","1489622.294","2402071.901","2371674.148","1538057.033","2166654.503","2034195.252","2076458.404","2046871.359","2542405.684","1785137.52","2224762.581","1873024.938","1674476.364","1758059.787","2605247.814","1745768.984","2094184.798","1397320.573","1957077.63","1688969.675","1790929.153","1791465.012","2172945.02"
"A0A3Q1MJE6|A0A3Q1MJE6_BOVIN;A0A3Q1MLW0|A0A3Q1MLW0_BOVIN","298839.6055","276059.5003","300885.8499","270017.0137","321977.2735","338697.0582","157270.1151","77970.93045","158966.4731","300236.0698","354775.3018","299967.8088","285289.0085","315650.261","338593.0462","314442.2564","414602.0844","169942.0433","284504.317","399831.9902","253756.5576","284590.9221","265075.943","313249.3968","207974.5512","242560.3347","304697.0497","312838.1945","315151.4954","294355.0147","331357.9086","235342.39"
"Q3SWX3|Q3SWX3_BOVIN","20823.40089","29586.21744","43122.73896","17960.09715","14276.07617","26771.40903","20764.87716","31808.03915","24273.3832","38601.98662","43849.30264","17852.54128","31756.72581","20532.4759","33234.76195","43889.26332","32410.6597","28096.11395","31452.86719","42313.42147","34162.36976","19274.26165","30543.14667","31300.36727","3508.403435","19895.42737","30474.91767","30837.52626","28166.959","18891.80999","49738.32474","32158.50209"
"A4FUZ1|A4FUZ1_BOVIN;A0A3Q1LS06|A0A3Q1LS06_BOVIN","5552362.396","6272687.741","1769244.544","3011165.635","3701269.678","2288714.67","5155583.176","4570338.054","2062421.821","4062784.151","4787393.612","6437177.793","2186255.403","5773576.617","1723735.088","4131852.631","4943214.67","3676328.609","1992160.055","5657805.244","5103187.182","5075320.548","3388446.053","7360396.142","4068419.932","6409308.77","3324547.338","2312094.707","2401982.466","4718941.278","2682081.259","1970137.941"
"Q5E947|PRDX1_BOVIN;A0A3Q1MIR5|A0A3Q1MIR5_BOVIN;A0A3Q1LW10|A0A3Q1LW10_BOVIN","3890178.403","4011967.026","2646597.056","3863868.603","3966730.183","2355440.192","4348838.056","4731721.642","4119642.049","2294453.121","4523174.249","4523624.045","2626402.532","4497775.768","4316519.786","4436354.99","4469389.118","4888214.481","2918131.006","4692762.366","3870148.509","2444731.28","3866098.844","3597449.953","2870961.667","4140965.499","3349742.059","3247393.981","2565813.738","3405754.042","2858869.589","3501241.87"
"P55052|FABP5_BOVIN","46393.18509","31298.34113","0","0","35467.48689","0","17252.91407","24744.14011","26648.9975","0","50109.81914","2546.037295","0","3112.159637","11844.69679","5723.293431","30595.92505","21921.39818","8425.316509","131871.8627","16617.75726","0","15991.91411","8630.756457","5108.82324","7328.694802","18012.33399","2884.858729","0","14990.30532","0","15452.83921"
"A0A3Q1LX60|A0A3Q1LX60_BOVIN","79043.48614","47539.04784","64346.78518","28860.88696","60327.23064","34252.37508","44782.66415","46315.54017","89359.0549","39255.87527","82106.64672","113947.7728","54066.64686","91267.652","90679.58327","121200.1877","44045.34178","35835.06638","54246.25593","94998.36098","48846.56485","31049.39947","60279.69739","74509.84959","40595.44405","73900.91881","58538.17215","101037.3205","97636.06635","39918.55657","77811.98901","34337.96366"
"G3N2M8|G3N2M8_BOVIN","9027994.431","5575985.72","7253200.315","10936411.45","9265526.737","7562620.448","8010778.584","13909960.47","8571139.161","7274780.076","5830267.208","7859736.92","6219587.57","7208281.289","7254733.246","7899736.857","6211692.193","6704243.577","7045484.105","6292155.786","5040885.807","7372189.103","8132268.692","7687373.784","13443363.67","7078276.148","9692587.174","14542680.54","7497973.378","11922926.15","5376229.298","7531541.998"
"Q3ZC42|ADHX_BOVIN;A0A3Q1LSZ6|A0A3Q1LSZ6_BOVIN","118149.3448","280517.0799","50989.03981","275464.3487","84991.80708","193286.5354","329073.6849","405235.4884","20657.18283","154931.9245","61131.74162","41975.18278","215673.0052","46557.26517","107040.8254","303560.623","262048.5054","164602.6024","319980.8681","155352.7259","318304.2645","198450.1321","300992.6175","113407.7546","82203.39341","354117.3444","76795.19839","209153.9923","113478.3534","277907.1621","352788.4556","316123.5414"
"A0A3Q1LLL4|A0A3Q1LLL4_BOVIN;A0A3Q1MNL2|A0A3Q1MNL2_BOVIN","20055039.9","18255547.05","26915394.09","20898981.72","25173598.11","29949981.1","21260878.21","24192793.57","19976340.93","17854495.64","23952792","17326878.29","24971843.59","20892957.38","19979394.06","20370585.67","24497810.52","23763429.6","20143466.16","19151553.62","27623284.22","20826583.47","24052582.77","22593642.32","17115213.89","20942624.91","22114204.77","13471839.14","24432386.54","19155764.4","28382772.79","23205286.63"
"A4IF97|ML12B_BOVIN","99879.78999","84229.384","79689.37964","99262.06655","157642.6126","6046.096589","154962.4689","155398.8802","135147.7384","90287.12288","128334.3203","56423.61597","20589.05525","83477.29127","51592.23171","49010.57425","148194.1856","108635.4959","41664.2424","140815.1695","95733.72264","12932.42357","93965.32547","98601.9171","58931.22219","91306.19653","43494.05158","102199.0002","115804.8972","84915.78799","47834.9124","66954.56808"
"E1BKC4|E1BKC4_BOVIN","1248770.167","1222093.385","1418652.737","1509423.789","1302948.867","1196050.881","1165358.045","1404012.166","1514956.321","1366096.481","1236807.833","1621979.503","1435621.507","1594221.317","1482443.622","1383596.777","1362296.538","1738257.212","1388718.707","1174876.469","1446539.394","1591741.371","876560.5413","1335649.842","585988.0568","1060276.982","1082675.905","1038628.42","1237125.029","1224545.541","1476440.674","1328161.477"
"Q3ZBQ0|SIR5_BOVIN","119092.7171","62812.5394","142157.5649","86254.97592","125110.729","202247.8802","86133.31022","107760.6541","142893.0397","204208.3744","214493.2091","99539.30627","175082.8361","96787.64339","73672.8753","130690.0041","173795.9328","103561.6584","96254.77115","146660.088","209145.8305","153359.2236","161222.111","170975.0866","149995.0874","179108.812","163330.9361","232530.2116","118717.4306","153994.6312","243134.7368","135528.318"
"A0A3Q1M1M7|A0A3Q1M1M7_BOVIN;A0A3Q1LJ64|A0A3Q1LJ64_BOVIN","210706.9347","94775.69434","47773.55127","88017.87294","95389.15756","248093.0372","60758.77517","155094.8983","198770.8887","106212.3761","64636.40266","57749.40132","39429.29329","13549.33664","85747.10446","27503.05479","27226.66256","153163.2106","146031.8197","899773.4403","120732.4523","29503.76983","42508.02333","48019.77158","168173.1539","268567.4866","603041.9586","287997.1301","17866.40363","63416.25586","2695.405681","1062115.026"
"A0A3Q1MHI4|A0A3Q1MHI4_BOVIN","194722.4366","42834.46627","187992.0904","59308.33008","301042.2945","324761.6354","173813.3582","66279.61409","80737.02921","353129.1205","198012.586","265720.9838","106128.4884","258455.0443","89526.56091","207352.3015","170220.5013","68397.81677","81109.27238","236055.6481","125181.6163","137575.4041","213575.2437","54320.59383","43810.19065","84782.79944","162352.3105","109042.6145","233546.8201","170015.0837","286245.0887","139176.0874"
"P13605|FMOD_BOVIN","25648.24418","8167.699767","41.57316968","48051.59155","0","77.44516409","68762.14294","22450.4051","90928.29293","37096.81288","1609.71159","9633.26707","0","45440.24196","124426.5645","27163.13409","8118.514033","24793.43011","6652.098894","2945.6365","8748.897378","0","766.6576042","149861.8041","7633.539961","12843.69244","0","3985.629953","2123.863146","3278.012085","3167.613815","19160.95489"
"P04272|ANXA2_BOVIN","1878514.28","1311978.622","1271334.585","1584086.438","2482293.277","2203592.61","2063198.496","1237252.928","1601501.595","2722417.927","1413050.683","1519617.106","1646977.071","1105021.98","1989668.755","1440536.769","1627196.147","1442765.499","1553742.879","2277758.128","2023889.283","1308659.98","1550978.184","1487663.644","1665302.015","1793619.172","1824103.585","1355461.163","1781682.155","1641832.172","3431100.674","1660699.958"
"F1MLW7|F1MLW7_BOVIN","8741224.941","7823573.54","9780775.261","8137882.732","8947723.8","3404245.41","11180375.84","9568904.946","8499658.907","7578802.491","9724743.427","6891446.166","9269315.777","6067318.182","8057055.783","7077904.412","8427481.457","8356724.068","7096916.967","8306161.688","10340519.79","7200882.02","9028717.118","8034321.915","10141450.93","9065919.977","7392397.73","7498776.576","5463559.778","10466918.42","10083277.58","9768326.903"
"F1N206|F1N206_BOVIN","1302939.585","1276538.212","1244439.881","1469176.07","1895915.065","2730910.23","1704815.269","1470036.208","958351.916","1481093.472","2016530.819","972644.3075","1531098.828","1379375.735","1328567.17","1646996.131","2096638.495","1570436.726","1219701.772","1401584.839","1614996.957","1081946.833","1763698.842","1588999.502","1196323.98","1455551.293","1706142.792","1160129.231","1254873.581","1015966.134","2035414.895","1720791.175"
"A0A3Q1NJ70|A0A3Q1NJ70_BOVIN","27842.40817","26862.85879","34386.39286","37350.43786","17997.81997","22868.58389","14215.46108","15357.74484","43598.72617","26285.22691","22207.94479","28052.95928","24611.72033","33589.30556","34231.04055","37206.86018","16419.64655","30250.74868","34817.80996","23971.12339","20657.83382","34883.17773","19317.12173","20585.99198","16917.13891","18947.21052","27966.71777","37410.62981","35779.3973","25485.96204","24595.84492","33340.52489"
"A0A3S5ZP35|A0A3S5ZP35_BOVIN","192737.3404","272860.3503","373995.0969","364926.4922","274307.6737","223973.9788","434061.4483","460549.3738","221824.4282","463087.6084","302242.5818","136290.1084","322452.7659","260963.6881","545330.5235","221054.2604","245330.1514","236685.0729","405977.2819","268988.0675","238769.414","263797.8927","236159.5944","381570.4536","334038.6277","271299.848","184353.8521","806672.2836","363239.1528","181961.4045","412643.9032","256783.3502"
"Q3T0P6|PGK1_BOVIN;G3X7N4|G3X7N4_BOVIN;A0A3Q1MPQ0|A0A3Q1MPQ0_BOVIN","47541217.19","52490076.86","14900073.83","24816114.45","37016911.88","11958185.9","54260881.49","44471809.46","45008217.34","14018375.18","49496843.89","34216806.16","12106371","40352624.44","36581518.03","37494704.44","55027358.56","46577519.37","36657220.71","49853131.73","30308914.29","15197125.41","24432829.11","43115927.47","31465773.87","46685357.39","26229364.44","36538900.48","12787353.74","31393823.85","11688821.8","29902701.2"
"E1B9K3|E1B9K3_BOVIN","66310.4614","76549.43645","64367.21041","21837.68563","100518.4765","74404.78043","92360.10669","90964.58388","108393.1671","73361.02748","45593.15184","33680.28325","31599.78923","111067.9663","50261.55972","35861.20553","86457.7497","86610.52828","70294.23546","82825.51626","49925.43961","69614.87916","35305.21799","40433.44893","40686.60703","45600.91658","34459.94966","36781.7386","14017.83141","50134.08919","64948.29901","43378.4243"
"F6QJJ8|F6QJJ8_BOVIN","321767.7596","229115.2232","70135.34613","55981.73137","106798.3478","145374.7091","249748.9202","90904.21441","26293.24469","290275.9183","191590.5632","181809.5247","64371.63816","102095.4521","36127.6512","80789.33137","278703.669","172194.6511","42568.79146","292340.2881","283402.9979","197340.3611","124337.9299","294344.048","212423.5302","391730.9765","157503.52","5050.713103","32614.12048","134533.43","96901.92225","48512.82093"
"A6QP82|A6QP82_BOVIN;F6PWC4|F6PWC4_BOVIN;P51186|CAN3_BOVIN;A0A3Q1M7D8|A0A3Q1M7D8_BOVIN","302205.0701","291563.8168","381815.7922","317393.7854","442725.9406","252995.8733","341592.6045","291128.2032","522924.8957","258976.156","248156.4723","437961.046","413511.8226","312638.5512","399948.0951","325671.9641","335354.2093","406601.2163","353980.6071","274283.9932","303004.5431","234434.9849","236430.2874","152167.407","242128.7665","343827.7352","205279.492","177723.0294","369233.4238","313114.1565","260520.4277","193964.4553"
"G3X6N3|G3X6N3_BOVIN;Q29443|TRFE_BOVIN;P24627|TRFL_BOVIN","12005311.37","9520328.979","6277463.241","9376659.874","7991354.167","10220108.83","10514278.78","7542930.095","6963120.056","11810429.53","10283917.22","6489089.547","8616052.797","7181275.776","9621666.208","6909730.191","9007359.809","8745308.999","9838158.541","10769073.33","10244653","10959582.49","10387347.29","10103499.09","8440061.867","11566306.92","7759438.876","6216130.735","5024674.494","8856147.282","14730477.13","8517433.807"
"E1BFJ4|E1BFJ4_BOVIN","290181.5614","0","779268.0348","334044.9347","0","0","0","0","0","0","445447.1393","0","0","0","398073.5049","274457.1504","2033.041992","475365.175","295930.0017","0","0","2525.361003","263343.7481","3042.64239","0","0","237742.8872","0","310168.0109","0","0","0"
"A0A3Q1MIS1|A0A3Q1MIS1_BOVIN","757909.5617","527224.9088","963782.7156","278478.5902","722161.004","549811.1031","604560.5125","589304.8242","542792.9266","1268590.107","712225.0298","407548.9738","1048054.603","468664.2718","677655.1173","653396.8979","631996.322","462665.5816","353329.9908","604031.9648","516725.5781","861553.056","364038.6604","463606.9882","297288.5699","401954.7513","449903.8258","1085576.231","1569999.967","460520.7293","2262442.839","349231.0039"
"A0A3Q1LI46|A0A3Q1LI46_BOVIN","25649.02979","4094.971031","18525.47464","1222.428118","11136.22925","55052.98799","65219.33469","40089.08693","27481.74847","14264.36541","15761.58844","19452.44515","62104.95545","521.7035719","8957.373084","39323.62464","3240.27475","59904.04733","7591.572859","18480.79679","37435.23074","15329.62045","24879.96359","11635.265","18682.62182","48874.99067","32284.46174","4352.59222","178023.6578","3427.566319","45145.84386","8777.160562"
"E1BHM5|E1BHM5_BOVIN","2613.903042","2904.174951","2310.973824","4670.201004","2728.734737","2415.006474","5040.2818","4531.275859","3255.969773","1567.310576","2727.734261","1854.766547","1750.291899","727.7233792","2700.431652","3038.439579","1130.089642","2933.511962","1752.349347","621.1736137","3269.947144","2144.395428","3094.58952","2014.68394","3083.890869","1720.007689","1657.08648","3112.792426","1988.556833","2155.63834","8.149139783","565.1305553"
"P48616|VIME_BOVIN","2351202.731","2065359.169","2585098.189","1624148.675","3242863.959","3007950.209","2890219.338","1940542.469","1906378.234","2937063.142","1881473.214","3111678.76","2784023.566","2548575.769","2703592.419","2263285.085","2663120.948","1439523.012","2462652.761","3049662.213","3083922.305","2135869.308","2698045.618","1942587.416","2344575.125","3075818.746","2582808.498","1812886.02","3100739.495","2976622.271","5903001.974","2399838.197"
"F1MB21|F1MB21_BOVIN","193920.8727","204087.3467","710901.5602","101727.3149","110213.5752","386914.8532","183297.9051","93350.44158","175119.5688","294117.466","136350.6615","234457.7869","349448.6207","90800.53797","255167.2972","144672.4743","89966.8077","160010.9153","223531.0944","132655.4498","98034.74364","277293.6363","335538.2568","94120.13052","143017.5295","158904.355","182482.7668","158477.4545","1284933.477","167676.6635","326474.4454","391670.1655"
"O97764|QOR_BOVIN","419742.7629","428322.4492","541445.8279","408376.1344","457745.3733","595253.1159","426800.2253","542599.8177","375473.8739","468899.1647","713668.6495","479172.5004","585208.258","647332.4134","625790.4836","521004.594","774680.1886","710840.9963","554542.7264","680659.5333","669584.0619","506344.4421","544964.7972","614726.0368","405175.4865","558653.7868","481468.9339","446826.6037","473960.3848","462615.8932","636299.4177","594289.6606"
"A0A3Q1M2X5|A0A3Q1M2X5_BOVIN;Q0III9|ACTN3_BOVIN","245026308.5","253948276.7","302125308","293962481.1","210657559.4","208891154.6","235061789.8","225605877.9","265868572.7","273364651.3","212859915.3","291732280","253344779.7","286109995.5","254400050.8","281863419.5","251701572.9","263580787.3","264400927.5","247854747","196767620.4","311631289.6","179186502.8","242957453.7","193600201.2","217954763.7","242415508.2","245910365.1","320716796.3","232922444.6","303850702.8","277545873.7"
"A0A493UA87|A0A493UA87_BOVIN;A0A3Q1M9Q1|A0A3Q1M9Q1_BOVIN;A0A3Q1MBL5|A0A3Q1MBL5_BOVIN","543638.9578","586274.5895","884626.5001","507631.4444","619126.6341","720733.9078","688316.5318","691376.4888","522963.6508","653168.2485","618534.0474","366990.6716","690653.1757","592417.5338","505370.8133","537288.7306","894029.3345","909990.7432","514682.9169","566183.0724","784774.3871","763779.3672","618271.4772","560482.0675","377171.5754","684791.2658","580247.8179","658614.3767","457489.0024","511708.6686","661714.4124","667368.0903"
"Q0IIH6|Q0IIH6_BOVIN","2350893.002","1908224.306","2030932.688","1919135.9","1823248.577","1221225.902","1730309.888","1678413.793","2033471.353","2049786.957","2545081.299","2652839.786","1785052.522","2010289.526","2793822.878","2171921.132","2243185.41","2197746.918","1897550.093","2299697.542","1817695.875","1916668.57","1993743.075","2198502.519","1986168.12","2056977.529","1635406.111","2003328.534","2017174.756","2084020.136","1850376.905","2018583.683"
"Q0VCX2|BIP_BOVIN","1725068.204","1782818.459","3159173.364","1984277.478","2063625.288","3604863.706","2054706.101","3262728.137","2249630.554","2649550.565","2230065.849","2199754.453","2764081.086","2210022.502","1981597.936","1990884.814","2771223.36","1974170.728","1834317.664","2214423.377","2443351.359","2749428.437","2315483.153","1914216.627","1638413.682","2149243.533","1879659.745","2809948.444","3587712.295","1636216.931","4211362.817","2163680.422"
